Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:33:46.796806,   11.600493,101081.657115,   24.391513,   51.106012,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.252632,   -0.110566,    0.025858,   -0.234466,    0.000000,    0.000000,   44.351562,   -0.946029,   -0.097397,   -1.403016,    0.279042,    0.290138,   -3.228089,   -4.061926,   -0.935344,   -0.907399,   -1.850141,   -0.847399,   -0.885618,   -1.128906,   -0.709316,   -2.345347,   -2.021100,   -2.039593,   -2.633841,    0.604933,    1.730551,   -1.099728,   -3.326719,   -0.157398,   -1.336852,   -0.182055,   -0.308220,   -0.232603,    0.121850,   -0.355891,   -0.657947,   -1.026166,   -1.849730,   -1.090687,   -0.729055,   -0.847399,   -0.815755,   -0.501782,   -1.195071,   -1.052879,    0.107671,   -1.088632,   -0.337398,    0.429658,   -1.503702,  -16.378800,  -99.067780,  -18.337228,  -17.610035,  -18.408787,  -18.988908,  -19.200449,  -18.102442,  -19.853464,  -22.578949,  -18.226886,  -18.787024,  -19.085791,  -18.675654,  -19.623943,  -18.454146,  -20.917850,  -18.656338,  -18.543530,  -20.279218
Mult,SI,251114 12:33:46.806806,   11.606436,101081.657115,   24.661140,   51.275186,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.124492,   -0.230868,    0.044703,   -0.031669,    0.000000,    0.000000,   44.351562,   -1.421921,    0.895481,    0.955892,   -0.182466,   -0.749591,   -0.414247,   -0.441782,   -4.202885,   -2.379457,   -1.677538,   -0.489864,   -0.650138,   -0.322192,   -0.094932,    0.620549,   -1.911374,   -2.144799,    0.371919,   -0.081370,   -0.326302,   -2.862745,    0.842467,   -0.439316,   -2.382744,    0.430275,    0.298357,    0.769317,    0.242466,   -2.672471,   -0.333699,   -1.533291,   -0.127398,   -0.151850,   -0.408751,   -1.266989,   -0.780823,   -1.500825,   -0.496028,    0.246576,   -2.296854,    0.601645,   -2.055210,   -0.437467,   -1.518085,  -16.321060, -100.227001,  -21.179837,  -21.364152,  -20.575726,  -18.517434,  -20.178533,  -19.446819,  -22.755662,  -22.436038,  -20.129835,  -19.363189,  -19.638224,  -19.042230,  -16.267532,  -20.547575,  -19.579354,  -22.522237,  -21.082850,  -20.772370
Mult,SI,251114 12:33:46.816806,   11.600648,101081.657115,   24.406129,   50.859855,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.154494,   -0.275050,    0.015080,    0.220319,    0.000000,    0.000000,   44.351562,   -3.016444,    1.170413,   -0.786988,   -1.368085,    0.080548,   -2.138223,   -3.060006,   -2.633841,   -0.534248,   -1.332742,    0.320960,    1.023290,   -1.052057,   -1.612195,   -2.457128,   -2.456306,    1.999319,    0.120000,    0.767673,    1.439592,   -0.679727,   -1.796305,    2.132059,   -0.831372,   -1.071783,    0.497672,    0.480412,   -2.210552,   -0.182055,   -1.721510,   -1.110002,   -1.530003,   -0.272877,    1.957247,   -3.006992,   -0.764796,   -1.168769,   -0.805481,   -2.214251,   -0.344384,    1.496304,   -0.168904,   -0.001027,    0.214932,  -15.864278,  -98.968180,  -23.970459,  -22.248743,  -19.641409,  -23.453369,  -22.647579,  -20.723980,  -23.160046,  -23.590424,  -23.025457,  -21.435248,  -23.272033,  -20.967165,  -22.413332,  -20.570178,  -20.898535,  -23.103334,  -21.549700,  -22.662374
Mult,SI,251114 12:33:46.826806,   11.602902,101081.657115,   24.501560,   51.150852,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.084489,   -0.248765,    0.044317,   -0.054872,    0.000000,    0.000000,   44.351562,    0.202192,   -0.526439,   -1.523017,   -0.966166,   -1.047125,   -0.325480,   -3.947268,   -1.739592,   -1.470414,   -0.752056,   -1.928634,   -0.949317,   -1.430140,   -0.500138,   -0.453289,    0.389590,   -1.438359,   -1.858771,   -0.124932,    0.082603,   -1.358633,    0.777125,   -0.552330,    0.681371,    0.707673,   -0.767262,    0.771782,    0.349316,   -0.763152,    0.385069,   -0.872057,   -1.632332,    0.649830,   -0.847489,   -1.197537,   -0.187809,    1.987812,    1.075893,   -1.340551,   -0.540412,   -2.381512,    3.196856,   -0.317672,   -1.835757,  -17.787570,  -98.555956,  -21.402166,  -21.872715,  -19.548532,  -18.955209,  -22.894155,  -21.552988,  -20.820863,  -22.881826,  -21.633331,  -21.696207,  -21.006823,  -21.316070,  -21.997338,  -21.393330,  -22.570319,  -17.718117,  -22.232304,  -22.371414
Mult,SI,251114 12:33:46.836806,   11.601626,101081.657115,   24.451893,   50.843453,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.097406,   -0.199315,    0.030739,    0.324270,    0.000000,    0.000000,   44.351562,   -1.982470,   -1.227537,   -2.839321,   -0.553152,   -0.491508,   -0.936988,   -0.517809,    0.255617,    0.570412,   -1.261235,    0.074795,   -2.066305,   -2.367128,   -0.330412,    0.324247,   -1.237400,    0.057945,    1.688633,   -2.701238,    0.726166,   -1.352879,    1.220961,    0.611097,   -1.590825,   -0.407261,   -1.174523,   -0.153699,    1.837606,   -3.059184,   -0.017671,   -2.593978,   -2.507676,    2.600039,   -1.262006,   -0.769933,   -2.227813,   -1.630277,   -0.050137,   -1.079180,   -0.523974,   -0.500549,    0.349316,    0.563631,   -2.692197,  -17.278596, -102.069578,  -22.754840,  -22.157510,  -18.861870,  -21.604153,  -23.037169,  -24.488216,  -23.555389,  -24.499056,  -21.256686,  -23.733746,  -23.005525,  -23.722239,  -21.098261,  -26.342107,  -23.031827,  -22.546483,  -23.963472,  -22.980868
Mult,SI,251114 12:33:46.846806,   11.603043,101081.657115,   24.509496,   51.101911,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.170353,   -0.250393,    0.023364,    0.140036,    0.000000,    0.000000,   44.351562,   -0.837536,   -0.276987,   -1.202468,    1.000687,   -1.349592,   -2.443977,   -0.692056,   -1.717401,   -2.224114,    0.242466,   -1.637264,   -2.090141,   -0.383425,   -0.529316,   -2.630964,   -1.116578,   -3.101924,    0.895070,   -1.676305,   -0.827262,   -1.776168,    0.346850,   -0.095343,    0.206302,   -0.170959,   -0.067808,    2.552060,   -0.856646,   -1.533702,   -2.105758,   -1.371373,   -0.701508,   -1.531852,   -0.656380,   -0.363699,   -2.120141,   -2.758773,   -2.022744,   -0.809591,    0.712193,   -0.406850,    1.515208,   -0.685686,   -2.122196,  -18.907435, -100.287868,  -24.983063,  -20.581890,  -22.174205,  -23.284978,  -22.641826,  -21.866679,  -23.743198,  -26.099230,  -24.882789,  -23.473197,  -23.277580,  -23.817993,  -24.021623,  -22.427716,  -21.857304,  -22.332784,  -22.398949,  -25.674298
Mult,SI,251114 12:33:46.856806,   11.604832,101081.657115,   24.588922,   51.212887,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.187262,   -0.190491,    0.047277,   -0.145365,    0.000000,    0.000000,   44.351562,   -2.570142,    0.429864,    0.983838,   -0.320960,   -3.720829,   -1.599044,   -0.776303,   -0.831782,   -1.260824,   -0.447124,    3.362883,   -2.690964,   -3.224390,    0.209589,   -0.736029,   -0.209178,   -2.258224,    1.289181,   -0.366165,   -2.154251,   -0.008219,   -1.308907,    0.208357,   -0.462741,    0.757399,   -0.177124,    0.989591,    1.253838,   -1.385756,    0.147124,   -2.189182,   -0.355480,    2.314936,   -1.078975,   -1.063975,    0.253973,    0.110137,   -0.234247,   -1.767949,   -0.469727,   -0.332877,   -1.183564,    1.430756,   -1.427263,  -18.525037,  -99.463406,  -22.905867,  -22.292921,  -23.848660,  -21.115830,  -23.213882,  -23.373488,  -23.521280,  -22.356003,  -24.885666,  -24.748405,  -24.096418,  -23.975390,  -22.494394,  -24.872515,  -22.373880,  -23.487170,  -23.734157,  -24.943611
Mult,SI,251114 12:33:46.866806,   11.606472,101081.657115,   24.669870,   51.047151,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.021851,   -0.267775,    0.019516,    0.159990,    0.000000,    0.000000,   44.351562,   -2.207676,    0.429864,   -0.507946,   -0.805070,   -1.684935,   -1.890826,   -0.226850,   -2.457128,   -2.770690,   -1.274386,   -0.678084,   -2.148497,   -0.348905,   -1.466715,   -0.757810,    0.634111,   -0.529727,    1.036851,    1.369729,   -0.167672,   -1.842743,   -1.126441,   -0.326302,    0.413836,   -0.080548,   -0.636166,    1.476989,   -0.141165,    0.495206,   -0.968632,   -1.185619,   -1.532469,    0.803118,    1.723064,   -0.967810,    1.000276,   -2.247128,   -0.616029,   -0.194795,   -4.191789,   -2.446854,    2.944937,    3.395966,   -0.338220,  -17.952775, -100.938026,  -23.655047,  -24.073199,  -22.711689,  -21.884735,  -22.969772,  -23.157837,  -23.247991,  -24.799056,  -24.163815,  -23.272649,  -24.271384,  -25.391146,  -22.056003,  -25.481968,  -23.471143,  -22.038126,  -23.914363,  -24.946077
Mult,SI,251114 12:33:46.876806,   11.601941,101081.657115,   24.458440,   51.108657,   79.176534,    0.000000,  400.000000,   27.000000,    1.500000,   17.300000,   10.500000,    0.197357,   -0.201646,    0.046010,   -0.315678,    0.000000,    0.000000,   44.351562,   -3.313979,   -2.351922,   -2.580005,   -0.652193,   -1.704661,   -1.201235,   -0.063288,   -1.543565,   -0.984659,   -0.874111,    0.456165,   -1.534113,   -0.732330,   -0.084247,   -0.556439,   -1.631921,    0.562193,   -2.545485,   -0.086713,   -0.436850,   -1.080824,   -2.635074,   -1.361099,   -0.533837,   -0.918084,   -0.884796,    1.474113,    1.615483,   -0.008219,   -1.554250,   -1.752743,   -0.433973,    0.168288,    1.965325,   -0.671097,   -2.688498,   -1.719866,   -0.287672,   -2.243840,   -1.308085,   -2.452197,   -2.806444,   -0.443220,    0.793563,  -17.595035, -100.572830,  -23.800321,  -21.521755,  -22.599137,  -21.418912,  -23.981554,  -22.796552,  -23.948267,  -26.324950,  -22.466346,  -23.094703,  -20.723671,  -24.090870,  -20.969836,  -24.720460,  -22.261688,  -22.597853,  -22.349839,  -23.964705
