Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:52:52.630586,   14.444135,101036.186347,   24.301307,   51.335634,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.317869,    0.007801,   -0.003259,   -0.389317,    0.000000,    0.000000,   44.507812,   -0.485754,   -0.824796,   -1.913428,    0.245343,   -1.343838,    0.814522,   -0.623837,   -0.951783,   -1.402195,   -1.683702,   -1.230002,   -0.111781,   -1.053290,   -0.533837,   -0.888084,    1.075482,    1.820963,    0.288494,   -0.168083,    0.943974,   -2.450142,    0.858084,   -1.975072,   -1.832058,   -0.041096,   -0.451234,   -1.048769,   -1.872949,    0.180411,   -0.076028,   -0.336987,   -0.261781,   -1.018255,    0.077093,   -0.388357,   -1.293701,    0.061233,   -1.560825,   -0.692056,   -0.080137,   -1.187263,   -0.290138,    1.265756,   -1.385345,  -24.737926, -154.652028,  -27.141218,  -23.901623,  -24.057788,  -25.283269,  -26.242655,  -25.844204,  -24.953063,  -27.408548,  -23.881897,  -26.215942,  -27.651117,  -26.374984,  -25.360838,  -26.086490,  -27.656767,  -25.468818,  -26.956286,  -24.828542
Mult,SI,251114 12:52:52.640586,   14.447463,101036.186347,   24.414528,   51.679275,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.232288,   -0.095486,    0.024144,   -0.017600,    0.000000,    0.000000,   44.507812,   -0.982194,   -0.392877,   -0.410138,   -2.517128,   -1.319181,    0.355480,   -0.523152,   -1.610551,    0.226028,   -2.002196,   -1.121098,   -3.567952,   -0.129041,   -1.969730,   -1.097673,   -0.984249,   -1.806579,   -0.454521,    0.822330,   -1.665620,   -3.412610,   -2.623156,   -1.235756,   -1.151920,   -0.972331,   -1.325756,   -0.918084,    0.564453,   -3.053431,   -1.793428,   -1.793017,   -2.464525,    1.088530,   -0.665986,   -0.385686,    1.242742,   -1.948771,   -0.276576,   -0.187398,    0.832193,   -0.215754,    0.197672,    1.223016,   -2.695896,  -24.806556, -152.994525,  -30.528143,  -31.726296,  -31.153161,  -30.685643,  -28.541153,  -31.014976,  -28.479098,  -31.503761,  -28.424440,  -30.547047,  -28.703379,  -29.043345,  -29.954546,  -30.111019,  -29.251702,  -29.921977,  -31.901776,  -30.882390
Mult,SI,251114 12:52:52.650586,   14.446448,101036.186347,   24.379212,   51.598325,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.330465,    0.052269,    0.015092,    0.226963,    0.000000,    0.000000,   44.507812,   -0.489042,   -0.440549,   -2.225758,   -2.406991,    0.138904,   -1.527126,   -2.891924,   -1.080824,   -1.217263,   -0.564248,   -0.760686,   -1.523428,   -1.444523,   -0.570823,    0.313973,   -1.857127,   -0.870824,   -1.594524,   -3.182061,   -3.020143,   -1.281372,   -0.806303,   -0.219863,   -0.422467,   -0.417535,   -0.153288,   -2.712334,   -1.480893,   -0.403562,   -0.956714,   -0.407672,   -1.381647,   -0.299898,   -0.157141,   -0.412398,   -3.013157,   -1.043838,   -0.834659,   -0.992879,   -0.115480,    1.108769,   -0.287672,    0.646851,    0.969043,  -24.071966, -155.454478,  -30.506157,  -30.783349,  -30.331345,  -31.491021,  -30.593074,  -30.631217,  -30.360060,  -33.418423,  -30.167937,  -32.756777,  -31.910098,  -30.565951,  -31.166569,  -27.969508,  -31.122391,  -30.795267,  -30.850335,  -33.533080
Mult,SI,251114 12:52:52.660586,   14.442662,101036.186347,   24.244961,   51.388807,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.388590,   -0.012415,    0.006114,   -0.333165,    0.000000,    0.000000,   44.507812,    0.386302,   -1.694387,   -2.231511,   -1.984935,   -1.498359,   -0.431508,    0.214932,   -2.261100,   -0.147124,   -3.121650,    0.726166,   -0.692056,   -1.084934,   -1.320414,    0.411782,   -2.810554,    0.030000,    0.173014,    0.130685,   -0.515343,   -0.525207,   -1.361921,    0.997810,   -0.373562,   -0.505480,    0.869180,   -0.484932,    0.693289,   -0.403562,   -0.381782,   -1.806168,   -1.426030,   -1.023701,   -0.757527,   -0.746508,   -1.811099,   -1.089043,   -1.568633,    0.917262,    0.148767,    1.873154,    0.553563,    0.444247,    0.506713,  -24.280939, -154.544100,  -31.507871,  -33.097668,  -30.280642,  -32.796024,  -30.974034,  -32.776837,  -33.046504,  -34.361472,  -31.688693,  -32.584996,  -34.067328,  -32.677051,  -32.367393,  -33.528560,  -35.051987,  -29.527456,  -31.877118,  -32.718969
Mult,SI,251114 12:52:52.670586,   14.441599,101036.186347,   24.208918,   51.272673,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.294620,   -0.014354,    0.029450,   -0.144754,    0.000000,    0.000000,   44.507812,   -0.714248,    0.897536,   -0.708495,    0.321781,   -2.015346,   -2.125484,   -1.067673,   -0.657536,    0.147945,   -0.511234,   -0.169726,   -0.292192,   -1.079591,   -0.528494,   -2.054799,   -0.095343,   -1.871100,   -0.508357,   -2.045347,    0.448768,   -0.324658,   -0.490275,   -1.682058,   -1.610962,    1.518907,   -2.159593,   -2.897677,   -1.014660,   -1.070550,    1.063975,   -0.797262,   -0.298357,    2.135244,   -2.238305,   -0.923016,   -1.606442,   -0.163151,   -1.630277,   -1.528770,    0.334110,    1.452332,    3.483295,   -3.079116,    1.309729,  -26.229504, -156.046646,  -31.441912,  -32.453489,  -33.064227,  -32.352599,  -31.481569,  -33.975684,  -32.622805,  -36.236168,  -31.220815,  -30.509650,  -32.165509,  -30.605403,  -34.143458,  -33.967054,  -35.308837,  -32.298557,  -33.461162,  -33.862259
Mult,SI,251114 12:52:52.680586,   14.440024,101036.186347,   24.151382,   51.237886,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.402929,   -0.020600,   -0.001733,    0.047833,    0.000000,    0.000000,   44.507812,    0.319727,   -0.078493,   -0.853563,   -3.657952,   -1.770414,    1.610140,   -2.850828,   -2.182607,   -0.270411,   -1.522195,    0.278220,   -1.316715,   -2.120963,    0.046438,    2.035483,   -1.317537,    0.108493,   -1.720688,   -3.686720,    0.378494,   -1.303564,   -0.680960,    1.317537,    0.997810,   -0.582330,   -0.814522,    0.761919,   -1.414934,   -1.314249,   -0.718769,   -0.154110,   -2.705759,    0.808666,   -2.402548,   -1.347948,   -1.005207,   -2.600142,   -0.442193,    0.230137,   -0.774659,   -3.298774,   -2.914526,    1.337263,    0.992057,  -25.621284, -155.399127,  -32.819654,  -32.450612,  -29.185846,  -37.802746,  -32.442804,  -33.726411,  -32.363489,  -34.164314,  -32.473421,  -34.147054,  -32.815236,  -31.092391,  -29.898758,  -32.480202,  -32.651572,  -30.384307,  -33.417395,  -32.322393
Mult,SI,251114 12:52:52.690586,   14.443089,101036.186347,   24.257659,   51.494227,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.225870,    0.034200,    0.025829,    0.011636,    0.000000,    0.000000,   44.507812,   -1.048769,   -2.187950,    0.209178,   -0.858495,   -1.610962,    0.503015,   -0.539179,   -2.084388,   -0.817810,   -1.225071,    0.251507,    0.584385,   -0.496439,    1.620003,   -1.614250,   -1.846442,   -4.279735,    1.653702,    1.513976,   -2.344114,   -3.310692,   -2.176443,   -1.585072,   -2.359320,    3.043568,   -0.943153,    0.525207,   -1.083290,   -0.808358,   -1.171235,   -2.190004,   -1.567811,   -1.602229,    0.112089,   -1.142263,    0.167261,    0.918495,   -1.467126,    0.021370,   -0.777125,    3.339048,   -0.309864,    2.315758,   -5.042065,  -25.780942, -154.809734,  -33.357601,  -29.821292,  -28.687660,  -31.909276,  -31.478693,  -32.079362,  -32.201571,  -35.273084,  -30.769993,  -29.956498,  -30.913418,  -29.727182,  -29.854066,  -31.583898,  -31.712118,  -29.921977,  -30.047525,  -32.616229
Mult,SI,251114 12:52:52.700586,   14.441776,101036.186347,   24.218508,   51.172941,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.320702,   -0.007204,    0.012926,    0.051546,    0.000000,    0.000000,   44.507812,   -0.387946,   -0.457398,   -0.588494,   -1.404660,   -0.056712,   -0.631645,   -1.674661,   -1.285482,   -1.654524,   -1.386578,   -0.212055,   -2.995896,    0.449179,   -0.064932,    0.123288,   -2.356854,   -1.774113,   -0.240000,   -0.441782,   -1.991511,   -2.016168,    1.174112,   -1.053290,   -0.321371,    2.238909,    0.018904,   -1.405482,   -1.053084,    0.440138,    0.248220,    1.686168,    0.360001,   -1.995004,    0.028626,    1.798360,   -2.223703,   -1.476578,   -1.816853,    1.096441,    0.126987,   -0.073562,   -0.458631,    2.024799,   -0.446302,  -26.353203, -155.692450,  -31.848145,  -33.047942,  -26.776594,  -28.897968,  -29.368004,  -29.247490,  -29.901840,  -29.534750,  -29.260538,  -29.096359,  -30.619068,  -29.431702,  -30.504718,  -28.087453,  -29.090195,  -29.591977,  -30.591020,  -31.586364
Mult,SI,251114 12:52:52.710586,   14.440488,101036.186347,   24.169833,   51.197543,  122.733981,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.358928,    0.033217,    0.006694,    0.307246,    0.000000,    0.000000,   44.507812,   -3.175897,   -1.506578,   -0.454521,    0.143425,    0.061644,    1.137126,   -0.656303,   -2.779732,   -1.627400,   -0.317672,    1.009728,   -0.615207,    0.667399,    0.020137,   -0.953427,   -0.646029,   -1.671784,    0.156987,   -1.576031,    0.941509,   -0.964933,   -1.432606,    0.527261,   -0.534659,    0.052192,   -1.924524,   -0.025069,   -0.584385,   -0.722467,   -1.999730,   -0.697810,   -1.397263,    1.069728,   -1.223299,   -0.302877,   -1.546852,   -0.144658,    0.801782,   -3.563021,   -1.488085,    0.602878,   -4.546036,   -1.298838,   -2.826581,  -24.311350, -154.358706,  -27.769781,  -27.227725,  -25.085084,  -26.259915,  -28.350467,  -29.908544,  -27.431561,  -29.414750,  -26.906355,  -28.540331,  -25.674298,  -25.344708,  -25.497585,  -29.610881,  -27.989645,  -25.801284,  -27.720877,  -28.673893
