Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:40:08.239026,    5.628234,101071.319674,   24.369028,   50.752451,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.101651,   -0.146514,    0.009304,   -0.378718,    0.000000,    0.000000,   44.421875,   -1.185208,   -0.523974,   -0.251507,   -0.709727,   -0.765207,    0.767673,   -1.940963,   -1.689866,   -0.783289,   -1.933155,    0.212466,   -0.103151,   -1.970141,   -0.245754,   -0.650549,   -0.300823,   -0.943564,   -0.064521,   -1.846853,    0.608220,   -1.714524,    0.816577,    0.125343,   -0.923016,   -2.378224,   -0.300412,   -1.312605,    0.797673,    0.339864,    0.366165,    0.311097,   -1.759319,    0.553049,   -0.170677,   -0.647467,   -3.090417,    0.248220,    0.230959,   -0.771782,   -1.111235,    2.801512,   -2.049867,    1.402400,   -1.512743,   -5.060763,  -26.985240,   -6.438300,   -6.252547,   -6.016039,   -7.888577,   -7.465083,   -5.910731,   -7.871933,   -7.273062,   -6.029807,   -6.882753,   -8.282277,   -6.563438,   -5.574360,   -8.734949,   -7.333987,   -5.475216,   -6.462958,  -10.033171
Mult,SI,251114 12:40:08.249026,    5.628654,101071.319674,   24.401830,   50.989877,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.025728,   -0.085769,    0.006879,   -0.315605,    0.000000,    0.000000,   44.421875,   -1.513976,   -2.607950,   -1.765894,    0.280685,   -0.401919,   -1.053701,   -1.524661,   -0.437261,   -0.938632,    0.581097,   -1.351236,   -0.701508,   -1.325756,    0.029589,   -1.833291,   -1.509044,   -1.177811,    0.713426,   -1.573154,   -1.023701,   -1.590414,   -0.003288,   -0.503426,   -2.826992,    0.225206,   -0.524385,    2.253703,    1.674866,   -0.220685,   -0.828084,   -1.024523,   -1.087810,   -0.229829,    0.348866,   -0.981577,   -2.481786,    0.301233,   -1.608085,    0.179178,   -1.446167,   -1.710414,   -2.913293,   -0.197877,    3.904939,   -8.070838,  -25.065059,   -7.284672,   -8.259674,   -6.739328,   -7.201042,   -7.363987,   -5.398161,   -6.215766,   -7.635940,   -6.574328,   -8.616592,   -6.747034,   -9.081799,   -5.554840,   -7.391522,   -7.273987,   -7.419878,   -7.278919,   -8.269742
Mult,SI,251114 12:40:08.259026,    5.628650,101071.319674,   24.407518,   50.792132,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.008324,   -0.174324,    0.021992,    0.005528,    0.000000,    0.000000,   44.421875,   -4.738366,    0.202603,   -1.830004,   -0.925070,   -0.069041,   -1.534935,    0.628768,   -2.342881,   -2.282470,    0.931235,   -0.532193,   -2.025620,   -1.530825,   -0.510823,   -1.140002,    0.416302,   -1.180687,   -2.877540,   -2.972472,   -1.174523,   -2.976170,   -0.431097,   -1.156441,   -1.291646,   -2.493704,   -1.057399,   -1.704661,   -1.400756,    1.323290,    0.457809,   -2.035894,   -0.553152,   -1.004694,    1.791746,   -0.719590,    0.205069,   -0.853974,   -0.703152,   -1.672606,   -0.722056,   -0.255617,   -1.954935,    1.895963,    1.845620,   -8.092824,  -24.990355,   -6.732342,   -6.830356,   -6.016039,   -7.641591,   -7.052891,   -6.560535,   -6.372341,   -8.438852,   -5.989943,   -9.009059,   -6.913575,   -5.213024,   -5.270558,   -8.248784,   -7.508645,   -6.093711,   -7.191590,   -8.145633
Mult,SI,251114 12:40:08.269026,    5.627209,101071.319674,   24.271944,   50.727187,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.036733,   -0.135106,   -0.005181,   -0.152254,    0.000000,    0.000000,   44.421875,   -0.521919,   -1.794661,   -1.444934,    0.161918,   -3.009869,   -0.583974,   -0.511645,   -0.394932,   -0.938632,   -1.553839,   -0.855618,   -0.163973,   -1.464249,    0.863837,   -0.525617,   -0.142192,   -0.126165,   -0.847399,   -0.501371,    0.131507,   -0.727399,   -0.659590,   -2.268909,   -2.010004,   -0.238768,   -1.915483,   -1.331509,   -3.034527,   -1.513154,   -1.531236,   -1.703839,   -3.361240,    1.701784,    1.315277,    1.324934,   -1.624524,   -1.204523,   -0.308220,    1.219728,   -2.396717,   -3.045622,   -1.122331,   -0.813906,   -0.341508,   -7.792413,  -25.884040,   -7.729947,   -6.244122,   -5.948488,   -6.300218,   -7.765084,   -3.248431,  -10.265363,   -8.864607,   -6.805287,  -10.281801,   -6.552034,   -8.341660,   -5.136791,   -7.270699,   -5.623984,   -7.471248,   -6.449191,   -7.514809
Mult,SI,251114 12:40:08.279026,    5.629699,101071.319674,   24.507049,   50.811179,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.058469,   -0.126072,    0.019543,    0.050079,    0.000000,    0.000000,   44.421875,   -1.708771,   -3.064938,    0.381782,   -1.134249,   -1.678359,   -0.392056,   -0.636988,   -0.793152,   -0.909043,   -0.606988,   -0.492330,    0.362877,   -1.802469,   -0.216576,   -0.512056,   -1.758497,   -0.568357,   -1.813154,   -1.006029,    1.111646,   -2.820006,   -0.724933,   -2.032607,    1.182742,   -0.955481,   -3.186171,   -0.844111,   -0.221918,   -0.205069,    0.094521,   -1.340551,   -2.081922,   -0.848632,   -0.665986,   -0.976235,   -0.897125,   -0.495206,    0.383014,   -0.048493,   -1.291235,   -0.093699,   -0.836303,    0.543905,   -2.068771,   -9.016251,  -24.522761,   -7.870084,   -6.877205,   -9.066747,   -6.089807,   -6.060834,   -6.389679,   -7.951660,   -9.321799,   -7.238850,   -6.960014,   -6.210423,   -5.809738,   -7.115870,   -8.136181,   -6.429876,   -8.395085,   -7.532686,   -7.056178
Mult,SI,251114 12:40:08.289026,    5.627301,101071.319674,   24.287683,   50.493464,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.040505,   -0.216465,    0.009925,   -0.440439,    0.000000,    0.000000,   44.421875,   -2.210963,   -2.041237,   -4.186447,   -1.462606,   -2.773156,    0.250685,   -0.533426,   -1.578085,    0.359179,   -3.012746,   -0.169315,    0.145891,   -0.601234,   -0.826029,   -1.281372,   -2.405758,   -2.208087,   -0.405206,   -1.711236,   -1.012605,   -0.958358,    0.680138,   -0.747947,   -2.305073,   -1.636853,    0.437261,    0.544111,    1.184180,   -1.466304,   -0.386302,   -0.433973,   -1.588770,    0.593323,   -1.212460,   -0.179795,   -2.465347,   -1.584661,   -1.282605,   -0.066575,   -0.270001,   -2.960554,    1.437126,    2.985622,    2.543430,   -5.758162,  -24.771775,   -7.172069,   -6.739123,   -7.822824,   -7.091624,   -6.935356,   -6.255244,   -6.306999,   -8.550325,   -7.389878,   -8.195359,   -9.095669,   -6.971521,   -4.342303,   -6.233848,   -7.060699,   -4.251789,   -9.467690,   -6.392478
Mult,SI,251114 12:40:08.299026,    5.628351,101071.319674,   24.382784,   50.666871,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.061296,   -0.044610,    0.008466,    0.134539,    0.000000,    0.000000,   44.421875,   -0.415891,   -1.365208,   -1.116167,   -2.362607,   -2.401649,   -1.086988,    1.913839,    0.686714,   -0.820276,   -0.920139,    0.122466,    0.865892,   -1.892880,   -1.604798,   -2.257813,   -0.459042,   -2.049045,   -1.555483,   -2.809732,   -0.770549,   -1.629044,   -0.471782,   -0.175480,   -1.950004,    0.145891,   -2.861102,    0.614796,    0.871646,   -0.950139,    0.290549,   -1.458496,    1.814798,    0.910789,   -1.180148,   -0.398836,   -1.683702,   -0.308220,    0.508768,    0.506302,    0.296302,   -1.125208,    0.974385,   -0.026712,    0.515343,   -5.735970,  -26.157957,   -6.581109,   -8.477894,   -7.057360,   -8.143989,   -7.308097,   -6.322461,   -6.807959,   -8.027379,   -6.708506,   -9.748786,   -7.182857,   -7.036452,   -6.017580,   -6.562616,   -8.038783,   -7.776591,   -6.105423,   -7.428508
Mult,SI,251114 12:40:08.308846,    5.627594,101071.319674,   24.305407,   50.835385,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.700000,    6.000000,    0.056272,   -0.088260,    0.019454,   -0.262702,    0.000000,    0.000000,   44.421875,   -0.923016,   -2.546306,   -0.128630,   -1.159728,   -2.354799,   -1.860415,    1.067262,   -1.008906,   -0.456165,   -0.360412,   -1.438770,   -1.464249,   -0.622604,   -0.923837,   -1.846853,   -3.963296,    0.431919,   -2.880417,   -3.862199,   -2.450553,   -1.849319,    0.917262,   -1.575620,   -1.272742,   -0.744248,   -2.270963,    0.043151,   -0.764796,   -1.990689,    0.112603,   -2.720553,   -0.214932,   -1.144626,    0.889946,    2.487745,   -1.344249,    0.319727,   -0.188220,   -2.683567,    0.990824,   -1.562469,    1.591236,   -0.137877,    0.934933,   -7.235562,  -25.510519,   -5.116449,   -4.480488,   -7.814399,   -8.595736,   -5.304257,   -8.095393,   -7.760974,   -7.418748,   -4.293502,   -8.263989,   -5.741005,   -7.174124,   -7.921454,   -8.729195,   -6.801383,   -7.536179,   -7.742892,   -9.585635
Mult,SI,251114 12:40:08.318846,    5.627611,101071.319674,   24.309706,   50.746499,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.700000,    6.000000,   -0.056242,   -0.160826,   -0.004484,   -0.232538,    0.000000,    0.000000,   44.421875,   -2.191237,   -2.291100,   -1.180276,   -0.251507,   -3.469322,   -0.672741,    0.198494,   -0.708906,   -0.214521,    0.011096,   -0.391645,   -1.469592,   -2.031374,    0.238768,    0.439727,   -1.417811,   -2.345758,    0.131507,   -1.700551,   -2.000963,   -2.566854,   -1.054523,    0.297535,   -1.573154,   -1.952881,   -0.983427,    0.636577,    0.186370,   -2.172333,   -0.401919,   -0.760686,    1.820141,   -0.824385,    1.199527,    1.092536,   -1.325345,   -0.716714,    0.348494,    0.501371,   -0.904522,   -1.426030,   -1.870689,    2.686033,   -4.769188,   -7.503097,  -24.519994,   -5.528641,   -6.492958,   -4.147354,   -3.951480,   -7.100562,   -5.269248,   -7.963167,   -6.275766,   -6.004122,   -5.919464,   -5.393846,   -6.285218,   -5.075455,   -8.942894,   -5.823299,   -7.641385,   -5.412134,   -6.748370
Mult,SI,251114 12:40:08.328846,    5.628336,101071.319674,   24.371012,   51.008131,   18.637894,    0.000000,  200.000000,   13.500000,    0.200000,    4.700000,    6.000000,    0.030682,   -0.074261,    0.021363,   -0.217223,    0.000000,    0.000000,   44.421875,   -1.366030,   -0.263014,   -1.021235,   -2.037127,   -1.119454,   -1.206578,   -0.362056,   -0.854796,   -0.388768,   -0.922605,   -1.046303,   -0.754522,    0.125754,   -0.362466,   -1.879730,    0.335754,   -2.990143,   -1.453565,   -0.311507,   -0.406850,   -0.732330,    0.827262,   -1.890004,   -3.780008,   -0.865070,    0.724522,   -0.931235,   -0.446713,   -1.744113,   -0.867536,   -1.709181,    0.042329,   -0.652296,   -0.369877,   -0.075617,   -1.975072,   -0.373973,   -0.326713,   -1.833702,    0.320960,   -1.059865,    0.696988,    0.121644,   -0.812467,   -7.100562,  -26.180091,   -5.935491,   -8.218167,   -6.083591,   -5.677306,   -4.003570,   -3.733312,   -9.195224,   -6.081485,   -7.461179,   -6.810835,   -6.699260,   -6.271245,   -3.645418,   -6.472616,   -8.082345,   -7.741248,   -5.305695,   -4.517269
