Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:40:36.258446,    8.632149,101061.052082,   24.391513,   50.810782,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.082433,   -0.229568,    0.029838,    0.053791,    0.000000,    0.000000,   44.421875,   -2.704115,   -0.568768,   -1.283427,   -0.223151,   -1.015071,   -2.344114,   -1.132605,    1.135071,   -2.000552,    0.557261,   -1.770004,   -0.992879,   -1.757264,   -1.106715,   -0.636988,   -1.315482,   -0.457809,   -0.091233,   -2.948225,   -0.501371,   -1.890415,    1.611784,   -1.196715,   -1.788908,   -0.208768,   -0.480823,   -1.040139,   -1.389866,   -1.134249,   -1.941785,   -2.213429,   -1.116989,    0.781645,    1.700230,   -0.326713,   -1.584250,   -1.381236,    1.539044,   -1.984114,   -1.424386,   -0.207535,   -4.009323,    0.586645,   -1.561236,  -10.877076,  -56.388316,  -13.751329,  -11.521872,  -11.926051,  -13.470130,  -13.667287,  -11.882181,  -13.899480,  -13.428109,  -13.499821,  -14.102494,  -11.746873,  -13.425643,  -11.868619,  -14.951126,  -12.278244,  -12.853998,  -11.621735,  -12.468107
Mult,SI,251114 12:40:36.268446,    8.629544,101061.052082,   24.227369,   50.874934,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.191891,   -0.095135,    0.006036,    0.433862,    0.000000,    0.000000,   44.421875,   -2.380279,   -0.672330,   -0.468905,    0.793152,    0.382193,   -0.022192,   -1.186852,    0.369864,   -1.552606,    1.005618,    2.104525,   -1.789730,   -2.233566,    0.093288,   -0.919728,   -1.310140,    0.359179,    1.740414,    0.219863,   -1.317126,   -1.786031,   -0.447124,   -0.454932,   -1.417400,   -0.175480,   -3.038636,    1.061509,   -0.846988,   -2.068360,   -1.322057,   -0.138493,   -2.338772,    0.617570,    1.280281,   -3.301650,   -2.316991,   -1.969730,   -2.240552,   -1.381647,   -0.397809,   -0.752878,    1.790141,    2.212607,    0.764796,  -13.593109,  -58.289133,  -12.258518,  -11.795571,  -12.004853,  -13.032355,  -13.437561,  -10.526553,  -11.150570,  -14.345371,  -12.783724,  -14.070850,  -12.657457,  -10.443308,  -11.389235,  -12.531395,  -12.412216,  -13.640575,  -13.800849,  -11.788380
Mult,SI,251114 12:40:36.278446,    8.629224,101061.052082,   24.217185,   50.550737,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.017315,   -0.144186,    0.016831,    0.263549,    0.000000,    0.000000,   44.421875,   -0.463563,    1.734250,   -2.056031,   -1.555894,   -2.822471,   -1.862880,    1.587126,    0.784933,   -2.775622,   -1.583017,    0.278631,   -1.668086,   -1.533291,    0.151644,   -0.307809,   -1.267400,    0.011096,   -2.201922,   -2.622745,    0.637809,   -3.092061,    1.483565,   -1.884661,   -1.182331,   -1.906031,    0.205069,   -0.925892,   -0.350754,   -2.691375,   -1.183564,   -3.086308,   -1.282194,   -0.983118,   -0.437171,    0.718358,   -0.357946,    2.218361,   -2.622334,   -0.578631,   -2.766992,   -0.837947,   -2.526580,   -0.831166,   -1.269044,  -11.125091,  -56.108870,   -9.235909,  -12.613792,   -9.182124,  -12.771395,  -10.315500,  -12.408749,  -12.103586,  -12.950882,  -13.080437,  -11.422625,  -13.190471,   -9.306594,  -12.847115,  -13.276054,  -12.095366,  -13.564958,  -11.752832,  -12.637833
Mult,SI,251114 12:40:36.288446,    8.632943,101061.052082,   24.435624,   50.982470,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.046401,   -0.082160,    0.025913,   -0.112344,    0.000000,    0.000000,   44.421875,   -1.447400,   -1.415756,   -0.362877,   -1.649592,   -2.897266,   -3.184116,   -1.067262,   -2.390553,    0.388768,   -0.964933,   -2.082744,   -1.530414,   -2.947403,   -0.674796,   -0.987947,   -2.255347,   -0.358357,   -0.517809,   -0.075617,   -0.161918,   -1.970141,    0.571234,   -0.285617,    0.150411,   -1.059865,   -1.204934,    0.557672,   -0.438494,   -2.462882,   -2.072470,   -0.397398,   -0.595070,    0.141370,    2.631632,   -0.086302,   -0.932057,   -1.249729,   -0.772604,   -2.055621,   -1.723976,    1.698907,    0.338220,   -0.813906,   -0.900002,  -11.720571,  -55.168151,   -9.571046,  -10.930090,   -9.218700,  -10.341185,  -11.167419,   -7.487609,  -12.100709,  -12.682217,  -11.876530,  -11.981531,  -11.871804,  -11.171940,  -10.516665,  -11.190844,  -11.783859,  -13.324547,  -12.809614,  -13.419890
Mult,SI,251114 12:40:36.298446,    8.630031,101061.052082,   24.264470,   50.650734,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.105308,   -0.139971,    0.004153,   -0.209798,    0.000000,    0.000000,   44.421875,   -0.123288,   -2.652745,   -1.556715,   -1.876031,   -2.746033,   -1.061920,   -1.744935,   -1.998497,    0.206302,   -1.562058,   -0.161096,    1.718634,   -1.219317,    0.016438,   -1.392742,   -1.908908,   -2.076169,   -1.413290,    0.529316,    0.452056,   -1.379181,   -3.696583,   -3.123705,   -2.859458,   -0.148356,   -0.486165,    0.527672,    0.104178,   -3.220691,   -1.523428,   -1.481921,    0.267535,   -1.776784,    0.801115,    0.215754,    0.237535,   -1.879730,   -0.404384,   -0.682193,   -1.585072,   -1.412058,   -1.713702,    0.181439,   -0.503015,   -9.567553,  -58.026280,  -12.121257,  -10.247281,  -11.644646,  -11.171837,  -10.522624,  -10.551776,  -10.419062,  -12.176531,  -12.583998,  -11.720571,  -12.596326,  -10.403856,   -8.813545,  -11.086871,  -10.191390,  -10.136732,  -11.941257,  -13.058245
Mult,SI,251114 12:40:36.308446,    8.632924,101061.052082,   24.439063,   50.832607,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.136933,   -0.149834,    0.029668,   -0.258061,    0.000000,    0.000000,   44.421875,   -1.195893,    2.502745,   -0.669864,    0.023014,   -0.398631,   -0.091644,   -0.944796,   -1.339729,    0.021370,   -2.277950,   -1.449044,   -0.783700,   -0.585207,   -0.047260,   -0.778358,   -0.373151,   -1.927812,    1.601099,    0.857673,    1.063153,   -1.824661,   -0.834248,   -1.750277,    0.702330,   -1.809867,   -0.975618,    0.503426,   -0.997810,   -1.206989,   -0.791508,   -1.959867,   -3.009869,   -0.270206,    1.514476,   -0.227877,    0.116302,   -1.895757,   -2.398361,    0.427398,   -1.811099,   -2.139456,    1.520962,   -3.963090,   -0.071918,  -11.717695,  -56.850383,  -12.574135,  -12.652422,  -10.184044,  -13.414034,  -11.004679,  -11.459252,  -12.595915,  -10.447726,  -12.267353,  -10.995638,  -12.488039,  -11.484269,   -9.928479,  -11.902215,  -11.431256,  -14.027288,  -12.795847,  -12.769751
Mult,SI,251114 12:40:36.318446,    8.628990,101061.052082,   24.194435,   50.823480,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.152353,   -0.152851,    0.012402,    0.004136,    0.000000,    0.000000,   44.421875,   -0.337809,   -0.807125,    0.493152,   -1.281372,   -1.384112,   -2.355210,   -1.908497,   -2.570142,   -1.818086,   -1.606853,    0.437672,   -1.260413,   -0.798495,   -1.061509,   -0.998632,   -2.886581,   -0.611508,   -1.485619,   -0.126987,   -1.726442,   -1.332331,   -2.381101,   -0.360823,   -1.261646,    0.420412,    0.612330,   -0.335343,   -1.069112,   -0.757810,   -1.353701,   -1.223016,    0.050137,    0.754830,    3.059659,    0.621988,   -0.188220,   -1.022879,   -1.624113,    0.152877,    0.881920,   -0.522741,   -1.464249,   -1.458702,   -0.191096,  -10.714336,  -54.683951,  -11.555365,  -11.430639,  -10.116493,  -11.862147,   -9.732348,  -12.974512,  -12.897560,  -12.776532,  -13.608315,  -13.070574,  -10.811323,  -11.866873,  -10.059575,  -13.593726,  -10.043856,  -11.423858,  -11.321324,  -11.287009
Mult,SI,251114 12:40:36.328446,    8.630709,101061.052082,   24.299587,   50.886706,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.100251,   -0.186246,    0.017111,    0.130362,    0.000000,    0.000000,   44.421875,   -1.020824,   -0.549042,   -0.591782,    0.003288,   -4.033159,   -2.875074,   -2.575485,    0.367398,   -1.227948,   -1.824250,   -0.227672,   -0.699042,    0.474658,   -1.249729,   -1.803702,   -1.624524,   -2.653156,   -0.217398,   -0.596303,   -0.269590,   -1.931511,    1.056166,   -0.960413,   -0.641508,   -1.922470,   -2.117675,   -0.632056,    0.150822,   -2.465347,   -0.237535,   -0.849454,    0.590138,    0.916235,   -1.204382,   -0.337398,   -1.039728,   -0.434795,   -2.088497,   -1.162194,   -1.557948,    0.801371,   -0.124521,   -1.635414,    0.010274,  -12.200161,  -56.280414,  -11.063447,  -11.115433,  -12.311634,  -12.886464,  -13.280574,  -12.534785,  -12.160709,  -12.447970,  -12.378723,  -11.465365,  -11.780160,  -10.963994,   -9.895088,  -11.873859,  -12.854409,  -11.742763,  -13.230026,  -13.476191
Mult,SI,251114 12:40:36.338446,    8.632021,101061.052082,   24.390587,   50.578514,   43.833565,    0.000000,  300.000000,   20.200000,    0.700000,   10.600000,    8.500000,    0.143041,   -0.159857,    0.029155,   -0.213975,    0.000000,    0.000000,   44.421875,   -0.822741,   -1.343016,   -2.990143,   -1.420277,   -1.276441,   -1.467948,   -0.239590,    0.120411,   -0.364932,   -0.938632,   -0.092466,   -0.730686,   -0.523974,   -0.666988,   -1.403838,   -0.236302,   -1.676716,    1.158495,    0.187398,   -1.928223,   -0.960824,    0.315206,   -3.628774,   -0.221096,   -0.617672,   -0.620138,    1.616716,   -1.688633,   -1.585894,    0.005753,   -0.865070,   -3.041513,   -1.628839,    1.142995,    0.488426,   -1.303975,    1.013427,   -1.511921,    0.364110,   -0.120000,   -0.011507,   -2.044525,    0.486782,    0.660001,  -10.901734,  -57.616790,  -12.793587,  -10.792008,  -11.523619,  -11.202762,   -9.477553,  -12.616001,  -11.739475,  -13.785233,  -11.808106,  -12.973176,  -11.333242,  -11.245091,  -10.650535,  -10.536185,  -13.357424,  -13.313451,  -10.655158,  -11.693859
