Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:34:19.937046,   14.669673,101078.933060,   24.276705,   50.884590,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.341944,   -0.200363,    0.020960,    0.384135,    0.000000,    0.000000,   44.367187,   -0.067397,   -2.231922,   -1.256304,   -0.197261,   -1.583017,   -0.066986,    0.200137,   -0.283562,    0.098630,    0.669453,   -2.440279,   -1.105893,   -2.564800,    1.838634,   -1.025345,   -0.071918,    0.408905,    0.593837,    0.892194,    0.496028,   -2.441101,   -0.975618,   -0.384658,   -0.209178,    0.677262,    1.505756,    2.290279,    0.340686,   -0.608220,   -1.507400,    0.188220,   -0.493974,   -0.035548,    1.639203,   -2.539526,    0.832193,   -1.449455,    1.472880,    1.228770,    2.282881,   -0.420823,    1.484387,   -0.124315,    0.140548,  -24.094774, -152.884208,  -23.732718,  -22.144770,  -22.353435,  -22.335250,  -22.629908,  -23.235354,  -22.202921,  -25.297550,  -21.429906,  -21.430728,  -23.104361,  -22.607305,  -18.612982,  -22.659497,  -22.105112,  -21.220727,  -21.622235,  -21.704016
Mult,SI,251114 12:34:19.947046,   14.671744,101078.933060,   24.348460,   51.019639,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.219647,   -0.227884,    0.035081,   -0.139796,    0.000000,    0.000000,   44.367187,   -0.987125,    0.110137,   -0.946851,    1.311372,   -1.976716,   -3.609459,   -1.582606,   -1.659455,   -1.904387,    1.576441,   -1.170824,   -2.673293,   -2.293155,    1.790962,   -1.561236,   -2.507265,    0.400686,   -0.766029,   -1.275208,   -0.519042,   -1.887949,   -1.408770,   -0.516165,   -1.703017,   -1.481510,   -1.320003,   -0.943564,   -0.928563,   -0.942742,   -0.696988,   -0.394521,   -0.989591,    0.518631,   -1.372939,   -0.436234,    0.579042,   -4.453160,   -0.819865,   -1.029043,    0.551097,    1.334797,   -1.021235,   -0.597741,   -3.302883,  -22.534565, -154.143080,  -22.486894,  -23.297512,  -23.284926,  -24.425699,  -23.594019,  -22.594000,  -24.900460,  -26.754711,  -24.910323,  -25.815668,  -24.597789,  -25.109228,  -21.932715,  -24.308678,  -23.708266,  -23.307581,  -24.139569,  -23.990185
Mult,SI,251114 12:34:19.957046,   14.674700,101078.933060,   24.445875,   51.372538,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.099247,   -0.222848,    0.040225,   -0.180634,    0.000000,    0.000000,   44.367187,   -1.009317,    1.809456,   -1.959045,    0.722467,    1.258359,   -0.556439,   -2.369594,    0.607398,   -2.275073,   -0.160685,   -0.625070,   -0.505069,   -0.602467,    0.800139,   -0.158219,    0.703974,   -0.656303,    0.304110,   -1.275208,   -0.648083,   -2.047401,   -2.073292,   -0.822741,   -0.919317,    0.930002,    1.136715,   -0.437261,    2.476032,    0.022192,   -2.132059,   -0.075617,   -0.565070,    0.394932,   -0.425420,   -1.355551,   -1.601099,   -1.589181,    1.814798,    0.880276,    2.269320,    0.968221,   -4.500009,    1.156441,    1.958634,  -23.115046, -152.593711,  -24.300665,  -26.874916,  -23.884311,  -26.092449,  -23.490458,  -22.980508,  -23.014155,  -27.854747,  -23.010457,  -25.548955,  -22.960011,  -26.566902,  -24.629843,  -26.978273,  -27.233479,  -24.351007,  -24.906830,  -25.491831
Mult,SI,251114 12:34:19.967046,   14.674565,101078.933060,   24.444619,   51.252171,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.251263,   -0.165900,    0.019619,    0.067641,    0.000000,    0.000000,   44.367187,   -1.784387,   -3.339459,   -3.250280,   -0.251096,   -1.583017,   -3.709733,    0.131918,   -1.087810,   -1.311783,   -2.091374,   -1.327400,   -0.664111,   -0.477124,   -3.000417,   -1.090687,   -1.607674,   -0.753289,   -2.114799,   -2.031785,   -1.105893,   -1.984114,   -0.186165,   -2.270963,   -3.814117,   -2.338361,   -2.046579,    0.980961,    0.691440,   -1.153153,   -0.482878,   -1.957401,    0.465617,   -0.699967,   -2.753841,   -1.794045,   -2.196580,    0.069452,   -1.815209,   -2.132881,   -0.023425,    0.351782,    0.800550,    0.394932,   -1.183975,  -25.088064, -156.157258,  -29.248209,  -22.578949,  -24.838303,  -27.675055,  -28.254714,  -27.318753,  -27.210876,  -28.509098,  -27.375054,  -28.245673,  -27.706699,  -26.972108,  -27.463719,  -26.907999,  -26.804437,  -25.813613,  -27.961905,  -27.692110
Mult,SI,251114 12:34:19.977046,   14.670761,101078.933060,   24.308912,   51.138153,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.240681,   -0.191861,    0.045993,   -0.017747,    0.000000,    0.000000,   44.367187,   -1.143290,   -0.380960,   -1.627400,   -0.573700,   -2.064662,   -1.896579,   -2.165347,   -0.491097,   -0.137261,    1.597811,   -0.582741,    0.900824,   -1.885894,    0.042740,    1.655346,   -0.053425,    2.201922,    0.164795,   -0.100685,   -0.987536,   -3.246582,   -0.109726,    0.147535,   -0.580686,   -0.003699,    1.298222,    1.125208,    1.412469,   -0.610686,   -2.416854,   -0.420823,    0.090411,    0.155446,   -0.640763,   -2.002401,   -1.682058,   -2.161237,   -0.811645,   -2.544663,   -0.703974,   -1.037262,    0.475480,   -3.418774,   -2.355621,  -22.281414, -154.477845,  -26.688135,  -22.921689,  -24.722926,  -24.953269,  -24.126623,  -26.055643,  -23.662650,  -24.754672,  -26.644779,  -26.953204,  -25.147447,  -23.674157,  -24.116144,  -27.245397,  -25.971832,  -22.791004,  -24.939502,  -24.305802
Mult,SI,251114 12:34:19.987046,   14.672636,101078.933060,   24.378948,   51.091462,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.088840,   -0.212837,    0.023501,   -0.414524,    0.000000,    0.000000,   44.367187,   -2.700827,   -1.353701,   -4.018775,    1.113701,   -2.375347,   -0.044384,   -2.077401,   -2.832745,   -1.328222,   -0.715070,    1.171646,   -0.819454,   -3.426993,    1.038495,    0.530960,   -1.304386,   -0.497261,   -0.044384,   -1.253427,   -0.758632,   -1.151509,   -1.305208,   -2.284525,   -0.353836,   -1.745346,   -1.262468,    2.753019,   -1.854867,   -3.350966,   -2.989321,   -1.463428,   -2.313703,   -1.447914,   -2.223549,   -0.118151,   -1.026988,   -0.650138,   -3.296719,   -0.735618,   -0.410138,   -2.381101,   -0.553152,    3.643774,   -0.977262,  -23.783677, -154.524887,  -25.285735,  -24.209843,  -26.172175,  -23.805561,  -26.132929,  -25.002584,  -25.529229,  -26.823341,  -25.129981,  -24.313610,  -23.429122,  -24.338268,  -25.129570,  -26.700053,  -24.022240,  -24.088815,  -24.513542,  -27.271287
Mult,SI,251114 12:34:19.997046,   14.677895,101078.933060,   24.559890,   51.465128,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.323225,   -0.153673,    0.032023,   -0.018211,    0.000000,    0.000000,   44.367187,   -0.499727,   -0.389179,   -2.245484,    0.876166,   -0.326302,   -1.977127,   -0.501782,   -1.610962,    0.291781,    0.157398,   -0.407672,   -0.287261,   -1.861237,   -0.357124,   -1.282605,   -0.941920,   -2.810964,   -2.168223,   -1.950415,   -2.880417,   -0.884385,    0.623015,   -1.244386,   -1.694798,    0.281918,    0.379727,   -0.821098,   -1.517880,    1.737538,   -0.994933,   -1.042605,   -1.099728,   -1.474832,   -0.234298,   -2.010415,   -3.010280,   -1.386167,    0.170548,   -1.393153,   -1.033564,   -0.224795,   -1.878908,   -0.740344,   -1.680414,  -24.061692, -154.414211,  -24.761762,  -24.610734,  -21.450145,  -21.782509,  -22.072236,  -24.064363,  -23.193334,  -26.854779,  -26.359573,  -24.325117,  -26.055155,  -23.051964,  -24.414809,  -24.789501,  -22.479497,  -22.345113,  -26.028956,  -23.744842
Mult,SI,251114 12:34:20.007046,   14.669545,101078.933060,   24.263148,   51.179158,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.179163,   -0.246202,    0.046091,   -0.365797,    0.000000,    0.000000,   44.367187,    0.221918,   -1.864113,   -0.714248,    1.617537,   -0.818632,    0.814522,   -1.609318,    1.337263,   -2.510964,    0.648083,    0.291781,   -2.677814,   -1.728086,    0.265480,   -0.227672,   -1.849319,   -0.537535,   -2.179319,   -2.322333,    1.777401,   -2.220826,    0.238768,   -2.905074,   -0.280275,   -1.770004,   -0.409727,    0.153288,    3.331239,   -1.236167,   -2.908362,   -1.327400,   -0.997399,   -1.988634,    0.947416,   -1.617537,   -1.892059,   -2.058497,   -1.935209,   -1.865757,   -2.223703,   -2.134114,    3.028773,    0.608837,   -2.919869,  -24.056144, -155.891650,  -24.295117,  -19.123189,  -20.611531,  -20.275725,  -21.985523,  -20.476710,  -21.582783,  -22.757511,  -22.785045,  -22.364839,  -22.124530,  -23.918678,  -21.190008,  -23.196210,  -20.422643,  -22.047989,  -22.575045,  -24.278678
Mult,SI,251114 12:34:20.017046,   14.670659,101078.933060,   24.310962,   50.946228,  126.668648,    0.000000,  500.000000,   33.700000,    2.900000,   27.000000,   13.400000,    0.308760,   -0.133246,    0.017499,   -0.169497,    0.000000,    0.000000,   44.367187,   -0.823563,   -3.075623,   -2.892335,    0.148767,   -2.185484,    0.439316,   -0.079726,   -1.801236,   -1.791784,   -0.579864,   -0.582330,   -1.234934,   -3.040691,    0.135617,    0.384247,   -1.315071,   -1.149865,    0.987947,   -1.082468,    0.275343,   -0.601645,    0.870824,    0.526439,   -1.075071,   -0.720823,    0.620549,   -1.907264,   -0.988769,    0.642741,   -1.745346,   -1.097673,   -0.341918,   -0.331439,    0.944719,   -0.882536,   -1.576852,   -1.127673,   -0.277809,   -0.748769,    0.401508,    1.925757,   -1.408359,   -2.021100,    0.296302,  -22.928059, -153.733597,  -21.614221,  -21.423330,  -18.982178,  -22.845970,  -22.444976,  -20.969631,  -23.730869,  -24.248987,  -23.098813,  -23.024018,  -21.308364,  -23.094292,  -20.257540,  -21.650591,  -21.531824,  -20.861137,  -22.375729,  -19.935245
